SYSET	Word	W1	W2	DEF_SYNT
111909527	fumewort	European	herb	 (S1 (NP (NP (JJ delicate)(JJ European)(NN herb))(PP (IN with)(NP (NP (JJ greyish)(NNS leaves)(CC and)(NNS spikes))(PP (IN of)(NP (JJ purplish)(NNS flowers)))))))# 
111909527	fumitory	European	herb	 (S1 (NP (NP (JJ delicate)(JJ European)(NN herb))(PP (IN with)(NP (NP (JJ greyish)(NNS leaves)(CC and)(NNS spikes))(PP (IN of)(NP (JJ purplish)(NNS flowers)))))))# 
111926185	Argyroxiphium	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (JJ Hawaiian)(ADJP (VBG spreading)(CC and)(JJ rosette-forming))(NNS shrubs)))))# 
111930788	cudweed	cottony-white	herb	 (S1 (NP (NP (JJ perennial)(JJ cottony-white)(NN herb))(PP (IN of)(NP (JJ southwestern)(NNP United)(NNPS States)))))# 
111939887	Bidens	bur	marigolds	 (S1 (NP (JJ bur)(NNS marigolds)))# 
111947079	Centaurea	star	thistle	 (S1 (NP (JJ star)(NN thistle)))# 
111951385	Chrysopsis	golden	aster	 (S1 (NP (JJ golden)(NN aster)))# 
111958080	cosmea	fall-blooming	annuals	 (S1 (NP (JJ popular)(JJ fall-blooming)(NNS annuals)))# 
111958080	cosmos	fall-blooming	annuals	 (S1 (NP (JJ popular)(JJ fall-blooming)(NNS annuals)))# 
111959259	hawk's-beard	northern	hemisphere	 (S1 (NP (JJ northern)(NN hemisphere)))# 
111959259	hawk's-beards	northern	hemisphere	 (S1 (NP (JJ northern)(NN hemisphere)))# 
111964269	Enceliopsis	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (JJ xerophytic)(NNS herbs))(PP (IN of)(NP (JJ southwestern)(NNP United)(NNPS States)))))))# 
111973159	Grindelia	large	genus	 (S1 (NP (NP (JJ large)(NNS genus))(PP (IN of)(NP (NP (JJ coarse)(JJ gummy)(NNS herbs))(PP (IN of)(NP (JJ western)(NNP North)(CC and)(NNP Central)(NNP America)))))))# 
111980318	strawflower	frequent	choice	 (S1 (NP (NP (DT the)(JJ frequent)(NN choice))(PP (IN of)(NP (NP (DT those))(SBAR (WHNP (WP who))(S (VP (VBP love)(NP (VBN dried)(NNS flowers)))))))))# 
111982724	Homogyne	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (JJ low)(JJ perennial)(NNS herbs))(PP (IN of)(NP (JJ montane)(NNP Europe)))))))# 
111983160	Hulsea	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (VB erect)(JJ balsam-scented)(NNS herbs)))))# 
111986091	Lactuca	prickly	lettuce	 (S1 (NP (JJ prickly)(NN lettuce)))# 
111987956	Lasthenia	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (NNS herbs))(PP (IN of)(NP (NP (NNP Pacific)(NN coast))(PP (IN of)(NP (NNP North)(CC and)(NNP South)(NNP America)))))))))# 
111996092	Mikania	large	genus	 (S1 (NP (NP (JJ large)(NNS genus))(PP (IN of)(NP (NP (JJ evergreen)(NNS lianas))(PP (IN of)(NP (JJ tropical)(NNP America)))))))# 
112000851	guayule	much-branched	subshrub	 (S1 (NP (NP (JJ much-branched)(NN subshrub))(PP (IN with)(NP (NP (JJ silvery)(NNS leaves))(CC and)(NP (NP (JJ small)(JJ white)(NNS flowers))(PP (IN of)(NP (NP (NNP Texas))(CC and)(NP (JJ northern)(NNP Mexico)))))))))# 
112002197	Petasites	sweet	coltsfoot	 (S1 (NP (JJ sweet)(NN coltsfoot)))# 
112010458	Scolymus	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (JJ thistlelike)(NNS herbs))(PP (IN of)(NP (DT the)(NNP Mediterranean)(NN region)))))))# 
112012111	butterweed	American	ragwort	 (S1 (NP (NP (JJ American)(NN ragwort))(PP (IN with)(NP (JJ yellow)(NNS flowers)))))# 
112012111	ragwort	American	ragwort	 (S1 (NP (NP (JJ American)(NN ragwort))(PP (IN with)(NP (JJ yellow)(NNS flowers)))))# 
112015384	Silybum	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (ADJP (JJ east)(JJ African))(NNS herbs)))))# 
112021120	Tanacetum	large	genus	 (S1 (NP (NP (DT a)(JJ large)(NN genus))(PP (IN of)(NP (NP (NNS plants))(VP (VBG resembling)(NP (NNS chrysanthemums)))))))# 
112027538	salsify	edible	root	 (S1 (NP (NP (JJ edible)(NN root))(PP (IN of)(NP (DT the)(JJ salsify)(NN plant)))))# 
112030908	wingstem	perennial	herb	 (S1 (NP (NP (JJ perennial)(NN herb))(PP (IN with)(NP (JJ showy)(JJ yellow)(NNS flowers)))))# 
112031388	gravelweed	perennial	herb	 (S1 (NP (NP (JJ perennial)(NN herb))(PP (IN with)(NP (JJ yellow)(NNS flowers)))))# 
112031547	frostweed	perennial	herb	 (S1 (NP (NP (JJ tall)(JJ perennial)(NN herb))(VP (AUXG having)(NP (NP (NNS clusters))(PP (IN of)(NP (JJ white)(NNS flowers)))))))# 
112031547	frost-weed	perennial	herb	 (S1 (NP (NP (JJ tall)(JJ perennial)(NN herb))(VP (AUXG having)(NP (NP (NNS clusters))(PP (IN of)(NP (JJ white)(NNS flowers)))))))# 
112033709	immortelle	naturalized	elsewhere	 (S1 (NP (JJ naturalized)(NN elsewhere)))# 
112039122	throatwort	European	bellflower	 (S1 (NP (NP (JJ European)(NN bellflower))(PP (IN with)(NP (NP (ADJP (JJ blue-purple)(TO to)(JJ lilac))(NNS flowers))(VP (ADVP (RB formerly))(VBN used)(S (VP (TO to)(VP (VB treat)(NP (JJ sore)(NN throat))))))))))# 
112049134	Calopogon	terrestrial	orchids	 (S1 (NP (NP (JJ terrestrial)(NNS orchids))(PP (IN of)(NP (NNP North)(NNP America)))))# 
112050766	Cephalanthera	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (JJ temperate)(NNP Old)(NNP World)(JJ terrestrial)(NNS orchids)))))# 
112052787	coelogyne	chainlike	racemes	 (S1 (NP (NP (JJ chainlike)(NNS racemes))(PP (IN of)(NP (NN topaz)(CC and)(NN chocolate)(JJ brown)(NNS flowers)))))# 
112052787	coelogyne	green	flowers	 (S1 (NP (NP (JJ emerald)(JJ green)(NNS flowers))(VP (VBN marked)(PP (IN with)(NP (NN blue-black))))))# 
112052787	coelogyne	solitary	flowers	 (S1 (NP (JJ salmon-pink)(JJ solitary)(NNS flowers)))# 
112059625	disa	beautiful	orchids	 (S1 (NP (NP (JJ beautiful)(NNS orchids))(PP (IN with)(NP (NP (JJ dark)(JJ green)(NNS leaves))(CC and)(NP (RB usually)(VBN hooded)(NNS flowers))))))# 
112060816	Encyclia	large	genus	 (S1 (NP (NP (JJ large)(NNS genus))(PP (IN of)(NP (NP (ADJP (JJ epiphytic)(CC and)(JJ lithophytic))(NNS orchids))(PP (IN of)(NP (NP (ADJP (JJ tropical)(CC and)(JJ subtropical))(NNPS Americas))(CC and)(NP (NNP West)(NNP Indies))))))))# 
112063066	Glossodia	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (JJ Australian)(NNS orchids)))))# 
112064183	Gymnadenia	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (JJ terrestrial)(NNS orchids))(PP (IN of)(NP (NP (NNP North)(NNP America))(CC and)(NP (JJ temperate)(NNP Eurasia))))))))# 
112069488	Himantoglossum	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (JJ terrestrial)(NNS orchids))(PP (IN of)(NP (NNP Europe)(CC and)(NNP Mediterranean)(NN region)))))))# 
112074678	Ophrys	hardy	genus	 (S1 (NP (NP (DT a)(JJ hardy)(NN genus))(PP (IN of)(NP (NP (JJ terrestrial)(NNS orchids))(PP (IN of)(NP (NP (NNP Europe))(CC and)(NP (JJ northern)(NNP Africa))(CC and)(NP (JJ western)(NNP Asia))))))))# 
112077732	Platanthera	terrestrial	orchids	 (S1 (NP (NP (JJ herbaceous)(JJ terrestrial)(NNS orchids))(PP (IN of)(NP (VB temperate)(JJ northern)(CC and)(JJ southern)(NNS hemispheres)))))# 
112078596	Plectorrhiza	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (JJ Australian)(NNS orchids)))))# 
112078954	Pleione	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NN dwarf)(NNS orchids)))))# 
112083339	Spiranthes	cosmopolitan	genus	 (S1 (NP (NP (JJ large)(JJ cosmopolitan)(NNS genus))(PP (IN of)(NP (JJ white-flowered)(JJ terrestrial)(NNS orchids)))))# 
112085469	Trichoceros	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (JJ small)(ADJP (JJ epiphytic)(CC or)(JJ terrestrial))(NNS orchids))(PP (IN of)(NP (JJ tropical)(NNP South)(NNP America)))))))# 
112087032	vanillin	crystalline	compound	 (S1 (NP (NP (DT a)(JJ crystalline)(NN compound))(VP (VBN found)(PP (IN in)(NP (NP (NN vanilla)(NNS beans))(CC and)(NP (DT some)(NN balsam)(NNS resins)))))))# 
112088223	yam	edible	tuber	 (S1 (NP (NP (JJ edible)(NN tuber))(PP (IN of)(NP (NP (DT any))(PP (IN of)(NP (JJ several)(NNS yams)))))))# 
112094121	Hottonia	aquatic	herbs	 (S1 (NP (JJ aquatic)(NNS herbs)))# 
112098403	plumbago	plumbaginaceous	plant	 (S1 (NP (NP (DT any)(JJ plumbaginaceous)(NN plant))(PP (IN of)(NP (DT the)(JJ genus)(NNP Plumbago)))))# 
112104501	herbage	herbaceous	vegetation	 (S1 (NP (NP (JJ succulent)(JJ herbaceous)(NN vegetation))(PP (IN of)(NP (NN pasture)(NN land)))))# 
112104501	pasturage	herbaceous	vegetation	 (S1 (NP (NP (JJ succulent)(JJ herbaceous)(NN vegetation))(PP (IN of)(NP (NN pasture)(NN land)))))# 
112105578	quackgrass	European	grass	 (S1 (NP (NP (JJ European)(NN grass))(VP (VBG spreading)(ADVP (RB rapidly))(PP (IN by)(NP (VBG creeping)(NNS rhizomes))))))# 
112105578	witchgrass	European	grass	 (S1 (NP (NP (JJ European)(NN grass))(VP (VBG spreading)(ADVP (RB rapidly))(PP (IN by)(NP (VBG creeping)(NNS rhizomes))))))# 
112108249	Andropogon	warm	regions	 (S1 (NP (JJ warm)(NNS regions)))# 
112109827	oat	annual	grass	 (S1 (NP (NP (JJ annual)(NN grass))(PP (IN of)(NP (NP (NNP Europe))(CC and)(NP (NNP North)(NNP Africa))))))# 
112111882	Bouteloua	forage	grasses	 (S1 (NP (JJ forage)(NNS grasses)))# 
112114226	Chloris	windmill	grass	 (S1 (NP (JJ windmill)(NN grass)))# 
112118414	yardgrass	naturalized	weed	 (S1 (NP (NP (DT a)(JJ naturalized)(NN weed))(ADVP (RB elsewhere))))# 
112120347	teff	African	grass	 (S1 (NP (NP (DT an)(JJ African)(NN grass))(ADJP (RB economically)(JJ important)(PP (PP (IN as)(NP (NP (DT a)(NN cereal)(NN grass))(PRN (-LRB- -LRB-)(PP (VBG yielding)(NP (NP (JJ white)(NN flour))(PP (IN of)(NP (JJ good)(NN quality)))))(-RRB- -RRB-))))(CO
112130160	hardinggrass	perennial	grass	 (S1 (NP (NP (JJ perennial)(NN grass))(PP (IN of)(NP (NP (NNP Australia))(CC and)(NP (NNP South)(NNP Africa))))))# 
112133151	munj	Asiatic	grass	 (S1 (NP (NP (JJ tough)(JJ Asiatic)(NN grass))(SBAR (WHNP (WP whose)(NNS culms))(S (VP (AUX are)(VP (VBN used)(PP (IN for)(NP (NNS ropes)(CC and)(NNS baskets)))))))))# 
112133151	munja	Asiatic	grass	 (S1 (NP (NP (JJ tough)(JJ Asiatic)(NN grass))(SBAR (WHNP (WP whose)(NNS culms))(S (VP (AUX are)(VP (VBN used)(PP (IN for)(NP (NNS ropes)(CC and)(NNS baskets)))))))))# 
112145802	Zizania	wild	rice	 (S1 (NP (JJ wild)(NN rice)))# 
112147226	bamboo	mature	canes	 (S1 (NP (NP (JJ mature)(NNS canes))(VP (VBN used)(PP (IN for)(NP (NP (NN construction))(CC and)(NP (NN furniture)))))))# 
112148610	Dendrocalamus	clump-forming	bamboos	 (S1 (NP (JJ giant)(JJ clump-forming)(NNS bamboos)))# 
112149350	kuri-chiku	small	bamboo	 (S1 (NP (NP (JJ small)(NN bamboo))(VP (AUXG having)(NP (JJ thin)(JJ green)(NNS culms))(S (VP (VBG turning)(S (VP (VBG shining)(NP (JJ black)))))))))# 
112149521	ku-chiku	large	bamboo	 (S1 (NP (NP (JJ large)(NN bamboo))(VP (AUXG having)(NP (JJ thick-walled)(NNS culms)))))# 
112149521	madake	large	bamboo	 (S1 (NP (NP (JJ large)(NN bamboo))(VP (AUXG having)(NP (JJ thick-walled)(NNS culms)))))# 
112150447	Cyperus	rhizomatous	herbs	 (S1 (NP (JJ grasslike)(JJ rhizomatous)(NNS herbs)))# 
112158443	pumpkin	coarse	vine	 (S1 (NP (NP (DT a)(JJ coarse)(NN vine))(VP (ADVP (RB widely))(VBN cultivated)(PP (IN for)(NP (NP (NP (NP (PRP its)(JJ large)(JJ pulpy)(NN round))(NP (NN orange)(NN fruit)))(PP (IN with)(NP (JJ firm)(NN orange)(NN skin))))(CC and)(NP (JJ numerous)(NNS see
112165608	Ecballium	squirting	cucumber	 (S1 (NP (JJ squirting)(NN cucumber)))# 
112172715	Abutilon	Indian	mallow	 (S1 (NP (JJ Indian)(NN mallow)))# 
112180456	flower-of-an-hour	weedy	herb	 (S1 (NP (NP (JJ annual)(JJ weedy)(NN herb))(PP (IN with)(NP (JJ ephemeral)(JJ yellow)(JJ purple-eyed)(NNS flowers)))))# 
112180456	flowers-of-an-hour	weedy	herb	 (S1 (NP (NP (JJ annual)(JJ weedy)(NN herb))(PP (IN with)(NP (JJ ephemeral)(JJ yellow)(JJ purple-eyed)(NNS flowers)))))# 
112181147	Iliamna	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (JJ perennial)(NNS herbs)(CC or)(NNS subshrubs)))))# 
112181851	Kosteletzya	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (NNS herbs))(PP (IN of)(NP (NP (JJ southeastern)(NNP United)(NNPS States))(CC and)(NP (JJ tropical)(NNP America)(CC and)(NNP Africa))))))))# 
112188120	Thespesia	small	genus	 (S1 (NP (NP (DT a)(JJ small)(NN genus))(PP (IN of)(NP (NP (JJ tropical)(NNS trees))(PP (VBG including)(NP (DT the)(NN portia)(NN tree)))))))# 
112189620	Adansonia	cream-of-tartar	tree	 (S1 (NP (JJ cream-of-tartar)(NN tree)))# 
112195965	Brachychiton	Australian	trees	 (S1 (NP (NP (JJ Australian)(NNS trees))(PRN (-LRB- -LRB-)(PP (ADVP (RB usually))(IN with)(NP (JJ swollen)(NNS trunks)))(-RRB- -RRB-))))# 
112199790	booyong	large	tree	 (S1 (NP (NP (JJ large)(NN tree))(PP (IN of)(NP (NNP Australasia)))))# 
112201166	Tarrietia	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NNS east)(NNP Asian)(CC and)(NNP Australian)(NN timber)(NNS trees)))))# 
112203331	basswood	light-colored	wood	 (S1 (NP (NP (JJ soft)(JJ light-colored)(NN wood))(PP (IN of)(NP (NP (DT any))(PP (IN of)(NP (JJ various)(NN linden)(NNS trees)))))))# 
112203331	linden	light-colored	wood	 (S1 (NP (NP (JJ soft)(JJ light-colored)(NN wood))(PP (IN of)(NP (NP (DT any))(PP (IN of)(NP (JJ various)(NN linden)(NNS trees)))))))# 
112203896	cottonwood	American	basswood	 (S1 (NP (NP (JJ American)(NN basswood))(PP (IN of)(NP (DT the)(NNP Allegheny)(NN region)))))# 
112205308	Sparmannia	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (ADJP (JJ tropical)(JJ African))(NNS shrubs)))))# 
112215210	honeyflower	Australian	shrub	 (S1 (NP (NP (JJ Australian)(NN shrub))(SBAR (WHNP (WP whose)(NNS flowers))(S (VP (VBP yield)(NP (NN honey))(ADVP (RB copiously)))))))# 
112215210	honey-flower	Australian	shrub	 (S1 (NP (NP (JJ Australian)(NN shrub))(SBAR (WHNP (WP whose)(NNS flowers))(S (VP (VBP yield)(NP (NN honey))(ADVP (RB copiously)))))))# 
112219065	needlewood	bushy	shrub	 (S1 (NP (NP (JJ large)(JJ bushy)(NN shrub))(PP (IN with)(NP (NP (JJ pungent)(JJ pointed)(NNS leaves))(CC and)(NP (JJ creamy)(JJ white)(NNS flowers))))))# 
112219065	needle-wood	bushy	shrub	 (S1 (NP (NP (JJ large)(JJ bushy)(NN shrub))(PP (IN with)(NP (NP (JJ pungent)(JJ pointed)(NNS leaves))(CC and)(NP (JJ creamy)(JJ white)(NNS flowers))))))# 
112219875	Lambertia	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (JJ Australian)(NNS shrubs)))))# 
112221943	Orites	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (JJ Australian)(NNS shrubs)(CC or)(NNS trees)))))# 
112222715	Stenocarpus	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NN timber)(NNS trees)))))# 
112235051	mayflower	evergreen	shrub	 (S1 (NP (NP (JJ low-growing)(JJ evergreen)(NN shrub))(PP (IN of)(NP (NP (JJ eastern)(NNP North)(NNP America))(PP (IN with)(NP (NP (JJ leathery)(NNS leaves)(CC and)(NNS clusters))(PP (IN of)(NP (JJ fragrant)(ADJP (JJ pink)(CC or)(JJ white))(NNS flowers)))
112241192	he-huckleberry	much-branched	shrub	 (S1 (NP (NP (JJ deciduous)(JJ much-branched)(NN shrub))(PP (IN with)(NP (NP (JJ dense)(NN downy)(NNS panicles))(PP (IN of)(NP (JJ small)(JJ bell-shaped)(JJ white)(NNS flowers)))))))# 
112241192	maleberry	much-branched	shrub	 (S1 (NP (NP (JJ deciduous)(JJ much-branched)(NN shrub))(PP (IN with)(NP (NP (JJ dense)(NN downy)(NNS panicles))(PP (IN of)(NP (JJ small)(JJ bell-shaped)(JJ white)(NNS flowers)))))))# 
112241699	Menziesia	deciduous	shrubs	 (S1 (NP (NP (JJ deciduous)(NNS shrubs))(PP (IN of)(NP (NP (NNP North)(NNP America))(CC and)(NP (JJ eastern)(NNP Asia))))))# 
112242123	minniebush	low	shrub	 (S1 (NP (NP (JJ low)(NN shrub))(PP (IN of)(NP (NP (DT the)(JJ eastern)(NNP United)(NNPS States))(PP (IN with)(NP (JJ downy)(NNS twigs)))))))# 
112243292	Pieris	evergreen	shrubs	 (S1 (NP (NP (JJ decorative)(JJ evergreen)(NNS shrubs))(PP (IN of)(NP (NNP woody)(NNS vines)))))# 
112255086	Styphelia	heathlike	shrubs	 (S1 (NP (JJ Australian)(JJ heathlike)(NNS shrubs)))# 
112257725	love-in-winter	Eurasian	herb	 (S1 (NP (NP (JJ Eurasian)(NN herb))(PP (IN with)(NP (NP (ADJP (JJ white)(CC or)(JJ pinkish))(NNS flowers))(PP (IN in)(NP (DT a)(JJ terminal)(NN corymb)))))))# 
112266644	Coigue	Chilean	evergreen	 (S1 (NP (NP (JJ Chilean)(NNS evergreen))(SBAR (WHNP (WP whose)(JJ leafy)(NNS boughs))(S (VP (AUX are)(VP (VBN used)(PP (IN for)(NP (NN thatching)))))))))# 
112268246	oak	deciduous	tree	 (S1 (NP (NP (DT a)(JJ deciduous)(NN tree))(PP (IN of)(NP (DT the)(JJ genus)(NNP Quercus)))))# 
112287388	Ostrya	monoecious	trees	 (S1 (NP (NP (JJ deciduous)(JJ monoecious)(NNS trees))(PP (IN of)(NP (NP (NNP Europe))(CC and)(NP (NNP Asia))(CC and)(NP (NNP America))))))# 
112301445	olive	ovoid	fruit	 (S1 (NP (NP (JJ small)(JJ ovoid)(NN fruit))(PP (IN of)(NP (DT the)(JJ European)(NN olive)(NN tree)))))# 
112303921	ash	elastic	wood	 (S1 (NP (NP (JJ strong)(JJ elastic)(NN wood))(PP (IN of)(NP (NP (DT any))(PP (IN of)(NP (JJ various)(NNP ash)(NNS trees)))))))# 
112306419	ash-key	winged	seed	 (S1 (NP (NP (JJ winged)(NN seed))(PP (IN of)(NP (DT the)(NNP ash)(NN tree)))))# 
112309850	Phillyrea	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (JJ evergreen)(NNS shrubs))(PP (IN of)(NP (DT the)(NNP Mediterranean)(NN region)))))))# 
112311800	manna	sugary	exudation	 (S1 (NP (NP (VBN hardened)(JJ sugary)(NN exudation))(PP (IN of)(NP (JJ various)(NNS trees)))))# 
112315424	Corylopsis	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (JJ deciduous)(NNS shrubs))(PP (IN of)(NP (NP (JJ temperate)(NNS regions))(PP (IN of)(NP (NNP Asia)))))))))# 
112315818	Fothergilla	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (NP (JJ deciduous)(NNS shrubs))(PP (IN of)(NP (DT the)(JJ southeastern)(NNP United)(NNPS States)))))))# 
112316300	Liquidambar	sweet	gum	 (S1 (NP (JJ sweet)(NN gum)))# 
112327209	Lecythidaceae	tropical	trees	 (S1 (NP (NP (JJ large)(JJ tropical)(NNS trees))(VP (VBG bearing)(NP (NP (JJ large)(NNS fruits))(PP (IN with)(NP (NNP woody)(NNS skins)))))))# 
112345709	Rhizophora	small	genus	 (S1 (NP (NP (DT a)(JJ small)(NN genus))(PP (IN of)(NP (NP (JJ tropical)(NNS trees))(CC and)(NP (NNS shrubs))))))# 
112349091	Melastoma	Asiatic	shrubs	 (S1 (NP (NP (JJ Asiatic)(NNS shrubs))(PP (IN with)(NP (NP (JJ leathery)(NNS leaves))(CC and)(NP (NP (JJ large)(JJ purple)(NNS flowers))(VP (VBN followed)(PP (IN by)(NP (JJ edible)(JJ fleshy)(JJ black)(NNS berries)))))))))# 
112350234	Musales	tropical	plants	 (S1 (NP (JJ tropical)(NNS plants)))# 
112351287	Marantaceae	perennial	herbs	 (S1 (NP (NP (JJ tropical)(JJ perennial)(NNS herbs))(PP (IN with)(NP (ADJP (RB usually)(JJ starchy))(NNS rhizomes)))))# 
112355760	ginger	perennial	plants	 (S1 (NP (NP (JJ perennial)(NNS plants))(VP (AUXG having)(ADJP (JJ thick))(PP (VBG branching)(NP (NP (JJ aromatic)(NNS rhizomes))(CC and)(NP (JJ leafy)(NN reedlike)(VBZ stems)))))))# 
112359026	Hypericales	large	order	 (S1 (NP (NP (DT a)(JJ large)(NN order))(PP (IN of)(NP (NP (JJ dicotyledonous)(NNS plants))(PP (IN of)(NP (JJ subclass)(NNP Dilleniidae)))))))# 
112359026	Parietales	large	order	 (S1 (NP (NP (DT a)(JJ large)(NN order))(PP (IN of)(NP (NP (JJ dicotyledonous)(NNS plants))(PP (IN of)(NP (JJ subclass)(NNP Dilleniidae)))))))# 
112366186	waxflower	epiphytic	clusia	 (S1 (NP (NP (JJ epiphytic)(NN clusia))(PP (IN of)(NP (NNP British)(NNP Guiana)))))# 
112373361	Caryocaraceae	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (JJ tropical)(NNP South)(NNP American)(NNS trees)))))# 
112374238	Cistus	evergreen	shrubs	 (S1 (NP (NP (ADJP (JJ small)(TO to)(JJ medium-sized))(JJ evergreen)(NNS shrubs))(PP (IN of)(NP (NP (JJ southern)(NNP Europe))(CC and)(NP (NNP North)(NNP Africa))))))# 
112375518	helianthemum	vigorous	plants	 (S1 (NP (NP (JJ vigorous)(NNS plants))(PP (IN of)(NP (NP (JJ stony)(NNP alpine)(NNS meadows))(CC and)(NP (JJ dry)(NN scrub)(NNS regions))))))# 
112375518	sunrose	vigorous	plants	 (S1 (NP (NP (JJ vigorous)(NNS plants))(PP (IN of)(NP (NP (JJ stony)(NNP alpine)(NNS meadows))(CC and)(NP (JJ dry)(NN scrub)(NNS regions))))))# 
112376382	Hudsonia	evergreen	subshrubs	 (S1 (NP (NP (JJ small)(JJ evergreen)(NNS subshrubs))(PP (IN of)(NP (NNP North)(NNP America)))))# 
112387478	Viola	large	genus	 (S1 (NP (NP (JJ large)(NNS genus))(PP (IN of)(NP (NP (VBG flowering)(NNS herbs))(PP (IN of)(NP (JJ temperate)(NNS regions)))))))# 
112392943	Boehmeria	false	nettle	 (S1 (NP (JJ false)(NN nettle)))# 
112394494	Parietaria	small	genus	 (S1 (NP (NP (JJ small)(NNS genus))(PP (IN of)(NP (JJ stingless)(NNS herbs)))))# 
112397210	ganja	strong-smelling	plant	 (S1 (NP (NP (DT a)(JJ strong-smelling)(NN plant))(PP (IN from)(SBAR (WHNP (WP whose)(VBN dried)(NNS leaves))(S (NP (NP (DT a)(NN number))(PP (IN of)(NP (JJ euphoriant)(CC and)(JJ hallucinogenic)(NNS drugs))))(VP (AUX are)(VP (VBN prepared))))))))# 
112397210	marihuana	strong-smelling	plant	 (S1 (NP (NP (DT a)(JJ strong-smelling)(NN plant))(PP (IN from)(SBAR (WHNP (WP whose)(VBN dried)(NNS leaves))(S (NP (NP (DT a)(NN number))(PP (IN of)(NP (JJ euphoriant)(CC and)(JJ hallucinogenic)(NNS drugs))))(VP (AUX are)(VP (VBN prepared))))))))# 
112397210	marijuana	strong-smelling	plant	 (S1 (NP (NP (DT a)(JJ strong-smelling)(NN plant))(PP (IN from)(SBAR (WHNP (WP whose)(VBN dried)(NNS leaves))(S (NP (NP (DT a)(NN number))(PP (IN of)(NP (JJ euphoriant)(CC and)(JJ hallucinogenic)(NNS drugs))))(VP (AUX are)(VP (VBN prepared))))))))# 
112400924	marang	Philippine	tree	 (S1 (NP (NP (JJ Philippine)(NN tree))(ADJP (JJ similar)(PP (TO to)(NP (NP (DT the)(JJ breadfruit)(NN tree))(VP (VBG bearing)(NP (JJ edible)(NN fruit))))))))# 
112403513	sycamore	biblical	sycamore	 (S1 (NP (DT the)(JJ biblical)(NN sycamore)))# 
112404943	Ulmaceae	dicot	family	 (S1 (NP (NP (DT a)(JJ dicot)(NN family))(PP (IN of)(NP (NP (DT the)(NN order)(NNS Urticales))(PP (VBG including)(: :)(NP (NP (NNP genera)(NNP Ulmus))(, ,)(NP (NNP Celtis))(, ,)(NP (NNP Planera))(, ,)(NP (NNP Trema))))))))# 
112411084	Iridaceae	large	family	 (S1 (NP (NP (JJ large)(NN family))(PP (IN of)(NP (NP (NP (RB usually)(JJ perennial)(JJ geophytic)(NNS herbs))(PP (IN with)(NP (NNS rhizomes)(CC or)(NNS corms))))(CC or)(NP (NNS bulbs))))))# 
112418356	Sparaxis	perennial	herbs	 (S1 (NP (NP (JJ deciduous)(JJ perennial)(NNS herbs))(PP (IN of)(NP (NNP South)(NNP Africa)))))# 
112422399	Strekelia	monocotyledonous	genus	 (S1 (NP (NP (DT a)(JJ monocotyledonous)(NN genus))(PP (IN of)(NP (DT the)(NN amaryllis)(NN family)))))# 
112422931	Hypoxis	small	plants	 (S1 (NP (NP (JJ small)(NNS plants))(SBAR (SBAR (WHNP (WDT that))(S (VP (VBP resemble)(NP (NN amaryllis)))))(CC and)(SBAR (WHNP (WDT that))(S (VP (VBP grow)(PP (IN from)(NP (NP (DT a)(NN corm))(CC and)(NP (NN bear)(NNS flowers))))(PP (IN on)(NP (DT a)(JJ 
