Synset	T	V	N	Parsed Definition
202180362	thrum	sound	strings	(S1 (S (VP (VB sound)(NP (NP (DT the)(NNS strings))(PP (IN of)(NP (-LRB- -LRB-)(NP (DT a)(NN string)(NN instrument))(-RRB- -RRB-)))))))#
202182109	buzz	make	sound	(S1 (S (VP (VB make)(NP (DT a)(VBG buzzing)(NN sound)))))#
202182109	bombinate	make	sound	(S1 (S (VP (VB make)(NP (DT a)(VBG buzzing)(NN sound)))))#
202182109	bombilate	make	sound	(S1 (S (VP (VB make)(NP (DT a)(VBG buzzing)(NN sound)))))#
202182342	chime	emit	sound	(S1 (S (VP (VB emit)(NP (DT a)(NN sound)))))#
202182479	blast	make	sound	(S1 (S (VP (VB make)(NP (DT a)(JJ strident)(NN sound)))))#
202182479	blare	make	sound	(S1 (S (VP (VB make)(NP (DT a)(JJ strident)(NN sound)))))#
202182851	snap	make	sound	(S1 (S (VP (VB make)(NP (DT a)(JJ sharp)(NN sound)))))#
202182851	crack	make	sound	(S1 (S (VP (VB make)(NP (DT a)(JJ sharp)(NN sound)))))#
202183024	crack	make	sound	(S1 (S (VP (VB make)(NP (DT a)(ADJP (RB very)(JJ sharp))(JJ explosive)(NN sound)))))#
202183175	honk	make	noise	(S1 (S (VP (VB make)(NP (DT a)(JJ loud)(NN noise)))))#
202183175	blare	make	noise	(S1 (S (VP (VB make)(NP (DT a)(JJ loud)(NN noise)))))#
202183175	beep	make	noise	(S1 (S (VP (VB make)(NP (DT a)(JJ loud)(NN noise)))))#
202183175	claxon	make	noise	(S1 (S (VP (VB make)(NP (DT a)(JJ loud)(NN noise)))))#
202183175	toot	make	noise	(S1 (S (VP (VB make)(NP (DT a)(JJ loud)(NN noise)))))#
202183626	whistle	make	sounds	(S1 (S (VP (VB make)(NP (JJ whistling)(NNS sounds)))))#
202184610	thump	make	sound	(S1 (S (VP (VB make)(NP (DT a)(JJ dull)(NN sound)))))#
202184610	thud	make	sound	(S1 (S (VP (VB make)(NP (DT a)(JJ dull)(NN sound)))))#
202185187	patter	make	sounds	(S1 (S (VP (VB make)(NP (JJ light)(, ,)(JJ rapid)(CC and)(JJ repeated)(NNS sounds)))))#
202185187	pitter-patter	make	sounds	(S1 (S (VP (VB make)(NP (JJ light)(, ,)(JJ rapid)(CC and)(JJ repeated)(NNS sounds)))))#
202185988	pop	make	noise	(S1 (S (VP (VB make)(NP (DT a)(JJ sharp)(JJ explosive)(NN noise)))))#
202186360	sputter	make	sound	(S1 (S (VP (VB make)(NP (DT an)(JJ explosive)(NN sound)))))#
202187171	bleep	emit	signal	(S1 (S (VP (VB emit)(NP (DT a)(JJ single)(JJ short)(JJ high-pitched)(NN signal)))))#
202187320	rumble	make	noise	(S1 (S (VP (VB make)(NP (DT a)(JJ low)(NN noise)))))#
202187320	grumble	make	noise	(S1 (S (VP (VB make)(NP (DT a)(JJ low)(NN noise)))))#
202188442	drone	make	sound	(S1 (S (VP (VB make)(NP (DT a)(JJ monotonous)(JJ low)(JJ dull)(NN sound)))))#
202192992	taste	distinguish	flavors	(S1 (S (VP (VB distinguish)(NP (NNS flavors)))))#
202197360	come	experience	orgasm	(S1 (S (VP (VB experience)(NP (NN orgasm)))))#
202205887	take back	regain	possession	(S1 (S (VP (VB regain)(NP (NP (NN possession))(PP (IN of)(NP (NN something)))))))#
202205887	repossess	regain	possession	(S1 (S (VP (VB regain)(NP (NP (NN possession))(PP (IN of)(NP (NN something)))))))#
202210119	have	get	something	(S1 (S (VP (VB get)(NP (NN something)))))#
202210119	receive	get	something	(S1 (S (VP (VB get)(NP (NN something)))))#
202210754	fence	receive	goods	(S1 (S (VP (VB receive)(NP (VBN stolen)(NNS goods)))))#
202213074	deny	deny	oneself	(S1 (S (VP (VB deny)(NP (NP (PRP oneself))(PRN (-LRB- -LRB-)(NP (NN something))(-RRB- -RRB-))))))#
202213074	abnegate	deny	oneself	(S1 (S (VP (VB deny)(NP (NP (PRP oneself))(PRN (-LRB- -LRB-)(NP (NN something))(-RRB- -RRB-))))))#
202214042	keep to oneself	withhold	information	(S1 (S (VP (VB withhold)(NP (NN information)))))#
202217990	fund-raise	raise	money	(S1 (S (VP (VB raise)(NP (NP (NN money))(PP (IN for)(NP (DT a)(NN cause)(CC or)(NN project)))))))#
202217990	fund raise	raise	money	(S1 (S (VP (VB raise)(NP (NP (NN money))(PP (IN for)(NP (DT a)(NN cause)(CC or)(NN project)))))))#
202217990	fundraise	raise	money	(S1 (S (VP (VB raise)(NP (NP (NN money))(PP (IN for)(NP (DT a)(NN cause)(CC or)(NN project)))))))#
202218443	farm	collect	profits	(S1 (S (VP (VB collect)(NP (NNS fees)(CC or)(NNS profits)))))#
202218546	refinance	renew	financing	(S1 (S (VP (VB renew)(NP (NP (DT the)(NN financing))(PP (IN of))))))#
202219442	bring home the bacon	earn	living	(S1 (S (VP (VB earn)(NP (DT a)(NN living)))))#
202219442	provide	earn	living	(S1 (S (VP (VB earn)(NP (DT a)(NN living)))))#
202220148	sponsor	assume	responsibility	(S1 (S (VP (VB assume)(NP (NP (NN responsibility))(PP (IN for)(NP (NP (CC or)(NN leadership))(PP (IN of))))))))#
202221010	alien	transfer	ownership	(S1 (S (VP (VB transfer)(NP (NN property)(CC or)(NN ownership)))))#
202221010	alienate	transfer	ownership	(S1 (S (VP (VB transfer)(NP (NN property)(CC or)(NN ownership)))))#
202221454	convey	transmit	property	(S1 (S (VP (VB transmit)(NP (DT a)(NN title)(CC or)(NN property)))))#
202223630	weed out	remove	elements	(S1 (S (VP (VB remove)(NP (JJ unwanted)(NNS elements)))))#
202223630	comb out	remove	elements	(S1 (S (VP (VB remove)(NP (JJ unwanted)(NNS elements)))))#
202224781	cull	remove	something	(S1 (S (VP (VB remove)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (AUX has)(VP (AUX been)(VP (VBN rejected))))))))))#
202226981	embalm	preserve	body	(S1 (S (VP (VB preserve)(NP (DT a)(JJ dead)(NN body)))))#
202233352	FTP	use	protocol	(S1 (S (VP (VB use)(NP (NP (DT the)(NN file)(NN transfer)(NN protocol))(SBAR (S (VP (TO to)(VP (VB transfer)(NP (NP (NNS data))(PP (IN from)(NP (CD one)(NN computer))))(PP (TO to)(NP (DT another)))))))))))#
202239533	copyright	secure	copyright	(S1 (S (VP (VB secure)(NP (NP (DT a)(NN copyright))(PP (IN on)(NP (DT a)(VBN written)(NN work)))))))#
202240674	bid	make	effort	(S1 (S (VP (VB make)(NP (DT a)(JJ serious)(NN effort)(S (VP (TO to)(VP (VB attain)(NP (NN something)))))))))#
202242049	bootleg	sell	products	(S1 (S (VP (VB sell)(NP (NP (JJ illicit)(NNS products))(PP (JJ such)(IN as)(NP (NP (NNS drugs))(CC or)(NP (NN alcohol))))))))#
202245765	transact	conduct	business	(S1 (S (VP (VB conduct)(NP (NN business)))))#
202247977	regain	recover	use	(S1 (S (VP (VB recover)(NP (NP (DT the)(NN use))(PP (IN of))))))#
202247977	find	recover	use	(S1 (S (VP (VB recover)(NP (NP (DT the)(NN use))(PP (IN of))))))#
202247977	recover	recover	use	(S1 (S (VP (VB recover)(NP (NP (DT the)(NN use))(PP (IN of))))))#
202247977	retrieve	recover	use	(S1 (S (VP (VB recover)(NP (NP (DT the)(NN use))(PP (IN of))))))#
202249147	log in	enter	computer	(S1 (S (VP (VB enter)(NP (DT a)(NN computer)))))#
202249147	log on	enter	computer	(S1 (S (VP (VB enter)(NP (DT a)(NN computer)))))#
202249147	log-in	enter	computer	(S1 (S (VP (VB enter)(NP (DT a)(NN computer)))))#
202249293	log out	exit	computer	(S1 (S (VP (VB exit)(NP (DT a)(NN computer)))))#
202249293	log off	exit	computer	(S1 (S (VP (VB exit)(NP (DT a)(NN computer)))))#
202250077	overpay	pay	much	(S1 (S (VP (VB pay)(NP (RB too)(JJ much)))))#
202250216	underpay	pay	little	(S1 (S (VP (VB pay)(NP (RB too)(JJ little)))))#
202252755	tithe	pay	tenth	(S1 (S (VP (VB pay)(NP (NP (CD one)(NN tenth))(PP (IN of))))))#
202254258	settle	make	settlement	(S1 (S (VP (VB make)(NP (DT a)(JJ financial)(NN settlement)))))#
202254495	liquidate	settle	affairs	(S1 (S (VP (VB settle)(NP (NP (DT the)(NNS affairs))(PP (IN of)(PP (IN by)(S (VP (VP (VBG determining)(NP (DT the)(NNS debts)))(CC and)(VP (VBG applying)(NP (DT the)(NNS assets))(S (VP (TO to)(VP (VB pay)(NP (PRP them))(PRT (RP off))))))))))))))#
202257767	replace	switch	items	(S1 (S (VP (VB switch)(NP (ADJP (RB seemingly)(JJ equivalent))(NNS items)))))#
202257767	interchange	switch	items	(S1 (S (VP (VB switch)(NP (ADJP (RB seemingly)(JJ equivalent))(NNS items)))))#
202257767	substitute	switch	items	(S1 (S (VP (VB switch)(NP (ADJP (RB seemingly)(JJ equivalent))(NNS items)))))#
202257767	exchange	switch	items	(S1 (S (VP (VB switch)(NP (ADJP (RB seemingly)(JJ equivalent))(NNS items)))))#
202259829	dicker	negotiate	terms	(S1 (S (VP (VB negotiate)(NP (NP (DT the)(NNS terms))(PP (IN of)(NP (DT an)(NN exchange)))))))#
202259829	bargain	negotiate	terms	(S1 (S (VP (VB negotiate)(NP (NP (DT the)(NNS terms))(PP (IN of)(NP (DT an)(NN exchange)))))))#
202262139	certificate	present	someone	(S1 (S (VP (VB present)(NP (NP (NN someone))(PP (IN with)(NP (DT a)(NN certificate)))))))#
202264397	graduate	receive	degree	(S1 (S (VP (VB receive)(NP (NP (DT an)(JJ academic)(NN degree))(PP (IN upon)(NP (NP (NN completion))(PP (IN of)(NP (CD one)('' '')(NNP s)(NNS studies)))))))))#
202264967	balance	compute	debits	(S1 (S (VP (VB compute)(NP (NP (NNS credits)(CC and)(NNS debits))(PP (IN of)(NP (DT an)(NN account)))))))#
202265881	compound	calculate	interest	(S1 (S (VP (VB calculate)(NP (NN principal)(CC and)(NN interest)))))#
202266920	save	spend	less	(S1 (S (VP (VB spend)(NP (JJR less)))))#
202267727	overspend	spend	more	(S1 (S (VP (VB spend)(NP (NP (JJR more))(PP (IN than)(ADJP (JJ available)))(PP (IN of)(NP (-LRB- -LRB-)(NP (DT a)(NN budget))(-RRB- -RRB-)))))))#
202267851	underspend	spend	less	(S1 (S (VP (VB spend)(NP (NP (JJR less))(PP (IN than)(NP (NP (DT the)(NN whole))(PP (IN of)(PRN (-LRB- -LRB-)(NP (DT a)(NN budget))(, ,)(PP (IN for)(NP (NN example)))(-RRB- -RRB-)))))))))#
202269003	splurge	indulge	oneself	(S1 (S (VP (VB indulge)(NP (PRP oneself)))))#
202269003	fling	indulge	oneself	(S1 (S (VP (VB indulge)(NP (PRP oneself)))))#
202271137	commit	make	investment	(S1 (S (VP (VB make)(NP (DT an)(NN investment)))))#
202271137	place	make	investment	(S1 (S (VP (VB make)(NP (DT an)(NN investment)))))#
202271137	put	make	investment	(S1 (S (VP (VB make)(NP (DT an)(NN investment)))))#
202271137	invest	make	investment	(S1 (S (VP (VB make)(NP (DT an)(NN investment)))))#
202273293	attach	take	possession	(S1 (S (VP (VB take)(NP (NP (JJ temporary)(NN possession))(PP (IN of)(NP (QP (RB as)(DT a))(NN security)))(, ,)(PP (IN by)(NP (JJ legal)(NN authority)))))))#
202273293	sequester	take	possession	(S1 (S (VP (VB take)(NP (NP (JJ temporary)(NN possession))(PP (IN of)(NP (QP (RB as)(DT a))(NN security)))(, ,)(PP (IN by)(NP (JJ legal)(NN authority)))))))#
202273293	confiscate	take	possession	(S1 (S (VP (VB take)(NP (NP (JJ temporary)(NN possession))(PP (IN of)(NP (QP (RB as)(DT a))(NN security)))(, ,)(PP (IN by)(NP (JJ legal)(NN authority)))))))#
202273293	seize	take	possession	(S1 (S (VP (VB take)(NP (NP (JJ temporary)(NN possession))(PP (IN of)(NP (QP (RB as)(DT a))(NN security)))(, ,)(PP (IN by)(NP (JJ legal)(NN authority)))))))#
202273293	impound	take	possession	(S1 (S (VP (VB take)(NP (NP (JJ temporary)(NN possession))(PP (IN of)(NP (QP (RB as)(DT a))(NN security)))(, ,)(PP (IN by)(NP (JJ legal)(NN authority)))))))#
202275034	hijack	seize	control	(S1 (S (VP (VB seize)(NP (NP (NN control))(PP (IN of))))))#
202278470	crib	take	unauthorized	(S1 (S (VP (VB take)(NP (NP (JJ unauthorized))(PRN (-LRB- -LRB-)(NP (JJ intellectual)(NN material))(-RRB- -RRB-))))))#
202278830	turn a profit	make	profit	(S1 (S (VP (VB make)(NP (DT a)(NN profit)))))#
202278830	profit	make	profit	(S1 (S (VP (VB make)(NP (DT a)(NN profit)))))#
202279113	turn a nice dime	make	profit	(S1 (S (VP (VB make)(NP (DT a)(JJ satisfactory)(NN profit)))))#
202279113	turn a nice penny	make	profit	(S1 (S (VP (VB make)(NP (DT a)(JJ satisfactory)(NN profit)))))#
202279113	turn a nice dollar	make	profit	(S1 (S (VP (VB make)(NP (DT a)(JJ satisfactory)(NN profit)))))#
202279315	clean up	make	profit	(S1 (S (VP (VB make)(NP (DT a)(JJ big)(NN profit)))))#
202283716	hold open	retain	rights	(S1 (S (VP (VB retain)(NP (NP (NNS rights))(X (TO to))))))#
202283716	keep	retain	rights	(S1 (S (VP (VB retain)(NP (NP (NNS rights))(X (TO to))))))#
202283716	keep open	retain	rights	(S1 (S (VP (VB retain)(NP (NP (NNS rights))(X (TO to))))))#
202283716	save	retain	rights	(S1 (S (VP (VB retain)(NP (NP (NNS rights))(X (TO to))))))#
202284544	buy into	buy	shares	(S1 (S (VP (VB buy)(NP (NP (NNS stocks))(CC or)(NP (NP (NNS shares))(PP (IN of)(NP (DT a)(NN company))))))))#
202285629	find	find	location	(S1 (S (VP (VB find)(NP (NP (DT the)(NN location))(PP (IN of)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (AUX was)(VP (VBN missed)(CC or)(VBN lost)))))))))))#
202285629	regain	find	location	(S1 (S (VP (VB find)(NP (NP (DT the)(NN location))(PP (IN of)(NP (NP (NN something))(SBAR (WHNP (WDT that))(S (VP (AUX was)(VP (VBN missed)(CC or)(VBN lost)))))))))))#
202286204	locate	determine	place	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN place))(PP (IN of))))))#
202286204	turn up	determine	place	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN place))(PP (IN of))))))#
202290029	rake in	earn	sums	(S1 (S (VP (VB earn)(NP (NP (JJ large)(NNS sums))(PP (IN of)(NP (NN money)))))))#
202290029	shovel in	earn	sums	(S1 (S (VP (VB earn)(NP (NP (JJ large)(NNS sums))(PP (IN of)(NP (NN money)))))))#
202290349	letter	win	letter	(S1 (S (VP (VB win)(NP (DT an)(JJ athletic)(NN letter)))))#
202292004	pay off	yield	result	(S1 (S (VP (VB yield)(NP (DT a)(NN profit)(CC or)(NN result)))))#
202295717	double up	share	bed	(S1 (S (VP (VB share)(NP (NP (DT a)(NN room))(CC or)(NP (NP (DT a)(NN bed))(VP (VBN designed)(PP (IN for)(NP (QP (RB only)(CD one))(NN person)))))))))#
202298632	offer	propose	payment	(S1 (S (VP (VB propose)(NP (DT a)(NN payment)))))#
202298632	bid	propose	payment	(S1 (S (VP (VB propose)(NP (DT a)(NN payment)))))#
202298632	tender	propose	payment	(S1 (S (VP (VB propose)(NP (DT a)(NN payment)))))#
202306281	raise	collect	funds	(S1 (S (VP (VB collect)(NP (NP (NNS funds))(PP (IN for)(NP (DT a)(JJ specific)(NN purpose)))))))#
202307882	excise	levy	tax	(S1 (S (VP (VB levy)(NP (NP (DT an)(NN excise)(NN tax))(PP (IN on))))))#
202307993	tariff	charge	tariff	(S1 (S (VP (VB charge)(NP (DT a)(NN tariff)))))#
202319050	plume	ask	price	(S1 (S (VP (VB ask)(NP (DT an)(JJ unreasonable)(NN price)))))#
202319050	hook	ask	price	(S1 (S (VP (VB ask)(NP (DT an)(JJ unreasonable)(NN price)))))#
202319050	pluck	ask	price	(S1 (S (VP (VB ask)(NP (DT an)(JJ unreasonable)(NN price)))))#
202319050	fleece	ask	price	(S1 (S (VP (VB ask)(NP (DT an)(JJ unreasonable)(NN price)))))#
202319050	rob	ask	price	(S1 (S (VP (VB ask)(NP (DT an)(JJ unreasonable)(NN price)))))#
202319050	surcharge	ask	price	(S1 (S (VP (VB ask)(NP (DT an)(JJ unreasonable)(NN price)))))#
202319050	soak	ask	price	(S1 (S (VP (VB ask)(NP (DT an)(JJ unreasonable)(NN price)))))#
202319050	overcharge	ask	price	(S1 (S (VP (VB ask)(NP (DT an)(JJ unreasonable)(NN price)))))#
202319050	gazump	ask	price	(S1 (S (VP (VB ask)(NP (DT an)(JJ unreasonable)(NN price)))))#
202319824	mark up	increase	price	(S1 (S (VP (VB increase)(NP (NP (DT the)(NN price))(PP (IN of))))))#
202320078	mark down	reduce	price	(S1 (S (VP (VB reduce)(NP (NP (DT the)(NN price))(PP (IN of))))))#
202320773	surcharge	charge	fee	(S1 (S (VP (VB charge)(NP (NP (DT an)(JJ extra)(NN fee))(, ,)(PP (IN as)(PP (IN for)(NP (DT a)(JJ special)(NN service))))))))#
202320903	invoice	send	bill	(S1 (S (VP (VB send)(NP (NP (DT an)(NN bill))(SBAR (S (VP (TO to))))))))#
202325405	tinsel	impart	brightness	(S1 (S (VP (VB impart)(NP (NP (DT a)(JJ cheap)(NN brightness))(SBAR (S (VP (TO to))))))))#
202326198	market	buy	household	(S1 (S (VP (VB buy)(NP (NN household)(NNS supplies)))))#
202327074	window-shop	examine	shop	(S1 (S (VP (VB examine)(NP (DT the)(NN shop)(NNS windows)))))#
202331575	air-condition	control	temperature	(S1 (S (VP (VB control)(NP (NP (DT the)(NN humidity)(CC and)(NN temperature))(PP (IN of))))))#
202341491	re-equip	re-equip	plant	(S1 (S (VP (VB re-equip)(NP (DT a)(NN factory)(CC or)(NN plant)))))#
202341491	rejig	re-equip	plant	(S1 (S (VP (VB re-equip)(NP (DT a)(NN factory)(CC or)(NN plant)))))#
202342422	vitaminize	add	vitamins	(S1 (S (VP (VB add)(NP (NP (NNS vitamins))(PP (IN as)(NP (DT a)(NN supplement)))))))#
202342422	vitaminise	add	vitamins	(S1 (S (VP (VB add)(NP (NP (NNS vitamins))(PP (IN as)(NP (DT a)(NN supplement)))))))#
202342800	thrive	make	progress	(S1 (S (VP (VB make)(NP (JJ steady)(NN progress)))))#
202342800	flourish	make	progress	(S1 (S (VP (VB make)(NP (JJ steady)(NN progress)))))#
202342800	fly high	make	progress	(S1 (S (VP (VB make)(NP (JJ steady)(NN progress)))))#
202342800	prosper	make	progress	(S1 (S (VP (VB make)(NP (JJ steady)(NN progress)))))#
202343595	sacrifice	endure	loss	(S1 (S (VP (VB endure)(NP (NP (DT the)(NN loss))(PP (IN of))))))#
202343595	give	endure	loss	(S1 (S (VP (VB endure)(NP (NP (DT the)(NN loss))(PP (IN of))))))#
202344568	plunder	steal	goods	(S1 (S (VP (VB steal)(NP (NNS goods)))))#
202344568	despoil	steal	goods	(S1 (S (VP (VB steal)(NP (NNS goods)))))#
202344568	loot	steal	goods	(S1 (S (VP (VB steal)(NP (NNS goods)))))#
202344568	reave	steal	goods	(S1 (S (VP (VB steal)(NP (NNS goods)))))#
202344568	strip	steal	goods	(S1 (S (VP (VB steal)(NP (NNS goods)))))#
202344568	rifle	steal	goods	(S1 (S (VP (VB steal)(NP (NNS goods)))))#
202344568	ransack	steal	goods	(S1 (S (VP (VB steal)(NP (NNS goods)))))#
202344568	pillage	steal	goods	(S1 (S (VP (VB steal)(NP (NNS goods)))))#
202344568	foray	steal	goods	(S1 (S (VP (VB steal)(NP (NNS goods)))))#
202349597	knock off	cut	price	(S1 (S (VP (VB cut)(NP (NP (DT the)(NN price))(PP (IN of))))))#
202349597	shave	cut	price	(S1 (S (VP (VB cut)(NP (NP (DT the)(NN price))(PP (IN of))))))#
202349706	secure	assure	payment	(S1 (S (VP (VB assure)(NP (NP (NN payment))(PP (IN of))))))#
202351010	price	determine	price	(S1 (S (VP (VB determine)(NP (NP (DT the)(NN price))(PP (IN of))))))#
202355259	kick back	pay	kickback	(S1 (S (VP (VB pay)(NP (DT a)(NN kickback)))))#(S1 (S (VP (VB make)(NP (DT an)(JJ illegal)(NN payment)))))#
202355596	have	achieve	goal	(S1 (S (VP (VB achieve)(NP (DT a)(NN point)(CC or)(NN goal)))))#
202355596	get	achieve	goal	(S1 (S (VP (VB achieve)(NP (DT a)(NN point)(CC or)(NN goal)))))#
202355596	make	achieve	goal	(S1 (S (VP (VB achieve)(NP (DT a)(NN point)(CC or)(NN goal)))))#
202358034	open	afford	access	(S1 (S (VP (VB afford)(NP (NP (NN access))(SBAR (S (VP (TO to))))))))#
202358034	give	afford	access	(S1 (S (VP (VB afford)(NP (NP (NN access))(SBAR (S (VP (TO to))))))))#
202358034	afford	afford	access	(S1 (S (VP (VB afford)(NP (NP (NN access))(SBAR (S (VP (TO to))))))))#
202365481	devein	remove	vein	(S1 (S (VP (VB remove)(NP (NP (DT the)(JJ dark)(JJ dorsal)(NN vein))(PP (IN of)(NP (-LRB- -LRB-)(NP (DT a)(NN shrimp))(-RRB- -RRB-)))))))#
202371352	keep to oneself	shun	company	(S1 (S (VP (VB shun)(NP (NP (DT the)(NN company))(PP (IN of)(NP (NNS others)))))))#
202374764	perform	perform	function	(S1 (S (VP (VB perform)(NP (DT a)(NN function)))))#
202381571	ascend	become	queen	(S1 (S (VP (VB become)(NP (NP (NN king))(CC or)(NP (NN queen))))))#
202383842	take office	assume	title	(S1 (S (VP (VB assume)(NP (DT an)(NN office)(, ,)(NN duty)(, ,)(CC or)(NN title)))))#
202385153	fall	lose	power	(S1 (S (VP (VB lose)(NP (NN office)(CC or)(NN power)))))#
202386266	take orders	enter	ministry	(S1 (S (VP (VB enter)(NP (DT the)(NNP Christian)(NN ministry)))))#
202388950	socialise	take	part	(S1 (S (VP (VB take)(NP (NP (NN part))(PP (IN in)(NP (JJ social)(NNS activities)))))))#
202388950	socialize	take	part	(S1 (S (VP (VB take)(NP (NP (NN part))(PP (IN in)(NP (JJ social)(NNS activities)))))))#
202389592	connect	establish	relationship	(S1 (S (VP (VB establish)(NP (DT a)(NN rapport)(CC or)(NN relationship)))))#
202389815	swing	socialize	lot	(S1 (S (VP (VB socialize)(NP (DT a)(NN lot)))))#
202389815	get around	socialize	lot	(S1 (S (VP (VB socialize)(NP (DT a)(NN lot)))))#
202390287	hang out	spend	time	(S1 (S (VP (VB spend)(NP (NP (NN time))(PP (PP (IN in)(NP (DT a)(JJ certain)(NN location)))(CC or)(PP (IN with)(NP (JJ certain)(NNS people))))))))#
202398854	lord	make	lord	(S1 (S (VP (VB make)(NP (NP (DT a)(NNP lord))(PP (IN of)(NP (NN someone)))))))#
202402409	overthrow	cause	downfall	(S1 (S (VP (VB cause)(NP (NP (DT the)(NN downfall))(PP (IN of))))))#
202402409	bring down	cause	downfall	(S1 (S (VP (VB cause)(NP (NP (DT the)(NN downfall))(PP (IN of))))))#
202402409	subvert	cause	downfall	(S1 (S (VP (VB cause)(NP (NP (DT the)(NN downfall))(PP (IN of))))))#
202402409	overturn	cause	downfall	(S1 (S (VP (VB cause)(NP (NP (DT the)(NN downfall))(PP (IN of))))))#
202407338	fight	make	effort	(S1 (S (VP (VB make)(NP (DT a)(ADJP (JJ strenuous)(CC or)(JJ labored))(NN effort)))))#
202407338	struggle	make	effort	(S1 (S (VP (VB make)(NP (DT a)(ADJP (JJ strenuous)(CC or)(JJ labored))(NN effort)))))#
202420991	man	take	charge	(S1 (S (VP (VB take)(NP (NP (NN charge))(PP (IN of)(NP (DT a)(JJ certain)(NN job)))))))#(S1 (S (VP (VB occupy)(NP (DT a)(JJ certain)(NN work)(NN place)))))#
202421374	liberate	grant	freedom	(S1 (S (VP (VB grant)(NP (NP (NN freedom))(SBAR (S (VP (TO to))))))))#
202421374	loose	grant	freedom	(S1 (S (VP (VB grant)(NP (NP (NN freedom))(SBAR (S (VP (TO to))))))))#
202421374	unloosen	grant	freedom	(S1 (S (VP (VB grant)(NP (NP (NN freedom))(SBAR (S (VP (TO to))))))))#
202421374	release	grant	freedom	(S1 (S (VP (VB grant)(NP (NP (NN freedom))(SBAR (S (VP (TO to))))))))#
202421374	free	grant	freedom	(S1 (S (VP (VB grant)(NP (NP (NN freedom))(SBAR (S (VP (TO to))))))))#
202421374	unloose	grant	freedom	(S1 (S (VP (VB grant)(NP (NP (NN freedom))(SBAR (S (VP (TO to))))))))#
202429810	call	call	meeting	(S1 (S (VP (VB call)(NP (DT a)(NN meeting)))))#
202430421	misally	make	alliance	(S1 (S (VP (VB make)(NP (DT a)(JJ bad)(NN alliance)))))#
202431320	separate	discontinue	relation	(S1 (S (VP (VB discontinue)(NP (DT an)(NN association)(CC or)(NN relation)))))#
202431320	part	discontinue	relation	(S1 (S (VP (VB discontinue)(NP (DT an)(NN association)(CC or)(NN relation)))))#
202431320	split up	discontinue	relation	(S1 (S (VP (VB discontinue)(NP (DT an)(NN association)(CC or)(NN relation)))))#
202431320	split	discontinue	relation	(S1 (S (VP (VB discontinue)(NP (DT an)(NN association)(CC or)(NN relation)))))#
202431320	break	discontinue	relation	(S1 (S (VP (VB discontinue)(NP (DT an)(NN association)(CC or)(NN relation)))))#
202431320	break up	discontinue	relation	(S1 (S (VP (VB discontinue)(NP (DT an)(NN association)(CC or)(NN relation)))))#
202431834	break with	end	relationship	(S1 (S (VP (VB end)(NP (DT a)(NN relationship)))))#
202432395	pontificate	administer	office	(S1 (S (VP (VB administer)(NP (DT a)(JJ pontifical)(NN office)))))#
202434976	fall in	become	part	(S1 (S (VP (VB become)(NP (NP (NN part))(PP (IN of))))))#(S1 (S (VP (VB become)(NP (NP (DT a)(NN member))(PP (IN of)(NP (DT a)(NN group)(CC or)(NN organization)))))))#
202434976	get together	become	part	(S1 (S (VP (VB become)(NP (NP (NN part))(PP (IN of))))))#(S1 (S (VP (VB become)(NP (NP (DT a)(NN member))(PP (IN of)(NP (DT a)(NN group)(CC or)(NN organization)))))))#
202434976	join	become	part	(S1 (S (VP (VB become)(NP (NP (NN part))(PP (IN of))))))#(S1 (S (VP (VB become)(NP (NP (DT a)(NN member))(PP (IN of)(NP (DT a)(NN group)(CC or)(NN organization)))))))#
202440770	take hold	assume	control	(S1 (S (VP (VB assume)(NP (NN control)))))#
202440770	take charge	assume	control	(S1 (S (VP (VB assume)(NP (NN control)))))#
202440770	take control	assume	control	(S1 (S (VP (VB assume)(NP (NN control)))))#
202440914	move in on	seize	control	(S1 (S (VP (VB seize)(NP (NP (NN control))(PP (IN of))))))#
202447542	franchise	grant	franchise	(S1 (S (VP (VB grant)(NP (DT a)(NN franchise)(S (VP (TO to)))))))#
202448079	incorporate	form	corporation	(S1 (S (VP (VB form)(NP (DT a)(NN corporation)))))#
202448642	choose up	form	sides	(S1 (S (VP (VB form)(NP (NP (NNS sides))(, ,)(PP (IN as)(PP (IN for)(NP (DT a)(NN game))))))))#
202452413	stunt	check	development	(S1 (S (VP (VB check)(NP (NP (DT the)(NN growth)(CC or)(NN development))(PP (IN of))))))#
202452614	dwarf	check	growth	(S1 (S (VP (VB check)(NP (NP (DT the)(NN growth))(PP (IN of))))))#
202452758	embargo	prevent	commerce	(S1 (S (VP (VB prevent)(NP (NN commerce)))))#
202453321	deflect	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
202453321	avoid	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
202453321	fend off	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
202453321	stave off	prevent	occurrence	(S1 (S (VP (VB prevent)(NP (NP (DT the)(NN occurrence))(PP (IN of))))))#
